12/09/2019,mPesa,705889,21494,59765,75862,11062,733098,KES
13/09/2019,mPesa,733098,23962,57827,81357,12361,754602,KES
14/09/2019,mPesa,754602,20760,58242,80460,13238,778846,KES
15/09/2019,mPesa,778846,20091,32471,80791,14848,776378,KES
16/09/2019,mPesa,776378,23218,56068,76897,11585,797643,KES
17/09/2019,mPesa,797643,21858,49446,83423,12345,812886,KES
18/09/2019,mPesa,812886,24283,48850,84979,11962,825491,KES
19/09/2019,mPesa,825491,21735,54780,78799,13076,845460,KES
20/09/2019,mPesa,845460,24007,48304,83408,10704,859053,KES
21/09/2019,mPesa,859053,20304,48686,78561,10193,877242,KES
22/09/2019,mPesa,877242,23110,51446,76133,14491,891087,KES
23/09/2019,mPesa,891087,20270,31310,75141,12211,889916,KES
24/09/2019,mPesa,889916,23470,53315,82669,11838,907923,KES
25/09/2019,mPesa,907923,23539,56406,79170,14862,925928,KES
26/09/2019,mPesa,925928,20587,49064,79585,10306,944099,KES
27/09/2019,mPesa,944099,24290,56357,75398,14347,961819,KES
28/09/2019,mPesa,961819,24496,38745,83866,11745,964323,KES
29/09/2019,mPesa,964323,24989,32224,78618,13876,957682,KES
30/09/2019,mPesa,957682,23328,43851,79530,12072,966133,KES
01/10/2019,mPesa,966133,21698,50898,78192,10115,985218,KES
02/10/2019,mPesa,985218,22018,59929,78987,14853,1008276,KES
03/10/2019,mPesa,1008276,23241,45478,83764,12772,1017741,KES
04/10/2019,mPesa,1017741,20281,56256,77964,11616,1042100,KES
05/10/2019,mPesa,1042100,24017,44178,79856,14662,1047599,KES
06/10/2019,mPesa,1047599,21142,50384,79927,11630,1065211,KES
07/10/2019,mPesa,1065211,23393,33320,78811,14349,1060789,KES
08/10/2019,mPesa,1060789,22046,47106,84449,12897,1072952,KES
09/10/2019,mPesa,1072952,21691,58103,79519,12306,1097058,KES
10/10/2019,mPesa,1097058,24612,53624,84175,11668,1114402,KES
11/10/2019,mPesa,1114402,21410,43096,75039,14495,1121593,KES
12/10/2019,mPesa,1121593,21109,45828,82106,13291,1133021,KES
13/10/2019,mPesa,1133021,21702,31105,76767,10141,1132283,KES
14/10/2019,mPesa,1132283,21419,54599,79472,10016,1155447,KES
15/10/2019,mPesa,1155447,22272,50825,82823,14003,1169997,KES
16/10/2019,mPesa,1169997,24445,40147,81880,11911,1173788,KES
17/10/2019,mPesa,1173788,23442,35349,80770,14983,1170712,KES
18/10/2019,mPesa,1170712,24492,58753,79992,13245,1191728,KES
19/10/2019,mPesa,1191728,24977,36204,79236,14251,1188704,KES
20/10/2019,mPesa,1188704,20844,52806,78283,12075,1208591,KES
21/10/2019,mPesa,1208591,22175,54713,80345,14264,1226865,KES
22/10/2019,mPesa,1226865,23759,42889,80908,10088,1235907,KES
23/10/2019,mPesa,1235907,24179,57115,80315,11199,1257644,KES
24/10/2019,mPesa,1257644,20429,30970,79514,13818,1254367,KES
25/10/2019,mPesa,1254367,22427,42275,78074,13853,1260362,KES
26/10/2019,mPesa,1260362,24061,36380,83401,13128,1259553,KES
27/10/2019,mPesa,1259553,22833,53780,75226,14978,1275522,KES
28/10/2019,mPesa,1275522,23611,43893,81782,11334,1284470,KES
29/10/2019,mPesa,1284470,20309,49745,78221,12609,1301297,KES
30/10/2019,mPesa,1301297,21767,34777,77195,14021,1300286,KES
31/10/2019,mPesa,1300286,22589,35066,81649,12622,1300141,KES
01/11/2019,mPesa,1300141,22269,44326,84155,13118,1309080,KES
02/11/2019,mPesa,1309080,20451,48830,83229,10643,1326816,KES
03/11/2019,mPesa,1326816,21233,48387,83479,10347,1343623,KES
04/11/2019,mPesa,1343623,24036,47719,78880,14562,1352744,KES
05/11/2019,mPesa,1352744,21541,43719,80901,12645,1362277,KES
06/11/2019,mPesa,1362277,20520,32031,79330,10944,1362844,KES
07/11/2019,mPesa,1362844,24360,59143,78408,11629,1385998,KES
08/11/2019,mPesa,1385998,24626,30650,78329,13872,1378150,KES
09/11/2019,mPesa,1378150,20236,37205,82605,14764,1380355,KES
10/11/2019,mPesa,1380355,24256,52832,84822,12787,1396144,KES
11/11/2019,mPesa,1396144,24909,58094,82645,10021,1419308,KES
12/11/2019,mPesa,1419308,22960,31470,83991,14053,1413765,KES
13/11/2019,mPesa,1413765,24881,40094,84398,10165,1418813,KES
14/11/2019,mPesa,1418813,20964,59461,81859,12520,1444790,KES
15/11/2019,mPesa,1444790,24492,31775,75185,12211,1439862,KES
16/11/2019,mPesa,1439862,22089,43727,81708,14046,1447454,KES
17/11/2019,mPesa,1447454,21576,50601,77397,12685,1463794,KES
18/11/2019,mPesa,1463794,22973,57975,84467,10285,1488511,KES
19/11/2019,mPesa,1488511,22572,57304,81292,12750,1510493,KES
20/11/2019,mPesa,1510493,22921,40729,80347,10745,1517556,KES
21/11/2019,mPesa,1517556,23987,40799,80016,13426,1520942,KES
22/11/2019,mPesa,1520942,20337,45156,80803,12033,1533728,KES
23/11/2019,mPesa,1533728,24352,45372,83996,11412,1543336,KES
24/11/2019,mPesa,1543336,24248,45423,77264,11761,1552750,KES
25/11/2019,mPesa,1552750,22615,59434,83727,13170,1576399,KES
26/11/2019,mPesa,1576399,20756,37337,79807,13259,1579721,KES
27/11/2019,mPesa,1579721,21609,52167,82734,13413,1596866,KES
28/11/2019,mPesa,1596866,24373,59884,79009,13778,1618599,KES
29/11/2019,mPesa,1618599,22870,50224,79222,11379,1634574,KES
30/11/2019,mPesa,1634574,20926,52215,80196,14600,1651263,KES
01/12/2019,mPesa,1651263,21207,47298,75197,14664,1662690,KES
02/12/2019,mPesa,1662690,24305,48030,80320,14933,1671482,KES
03/12/2019,mPesa,1671482,21152,42163,81276,12184,1680309,KES
04/12/2019,mPesa,1680309,20340,44446,81571,14851,1689564,KES
05/12/2019,mPesa,1689564,21099,38736,82998,11335,1695866,KES
06/12/2019,mPesa,1695866,20582,59348,79982,13022,1721610,KES
07/12/2019,mPesa,1721610,22534,54019,78229,13825,1739270,KES
08/12/2019,mPesa,1739270,22489,30407,82496,12727,1734461,KES
09/12/2019,mPesa,1734461,22853,38054,84525,14982,1734680,KES
10/12/2019,mPesa,1734680,20934,37013,83246,13747,1737012,KES
11/12/2019,mPesa,1737012,20982,49108,75901,14035,1751103,KES
12/12/2019,mPesa,1751103,21883,32268,80561,13652,1747836,KES
13/12/2019,mPesa,1747836,20982,55563,78071,10976,1771441,KES
14/12/2019,mPesa,1771441,21816,44674,77978,12367,1781932,KES
15/12/2019,mPesa,1781932,20312,38845,81700,10081,1790384,KES
16/12/2019,mPesa,1790384,23617,58375,76350,11736,1813406,KES
17/12/2019,mPesa,1813406,20496,30694,83185,13067,1810537,KES
18/12/2019,mPesa,1810537,22599,42470,77224,13439,1816969,KES
19/12/2019,mPesa,1816969,21249,30151,82404,11402,1814469,KES
20/12/2019,mPesa,1814469,20216,49381,77482,14471,1829163,KES
21/12/2019,mPesa,1829163,20055,48581,75320,14530,1843159,KES
22/12/2019,mPesa,1843159,23325,34558,75095,11395,1842997,KES
23/12/2019,mPesa,1842997,21922,58350,77095,14155,1865270,KES
24/12/2019,mPesa,1865270,23613,35389,83820,12911,1864135,KES
25/12/2019,mPesa,1864135,22872,48359,82645,12262,1877360,KES
26/12/2019,mPesa,1877360,24645,56393,82068,12571,1896537,KES
27/12/2019,mPesa,1896537,24953,35481,76804,10582,1896483,KES
28/12/2019,mPesa,1896483,23378,47578,82724,12630,1908053,KES
29/12/2019,mPesa,1908053,22323,43037,82388,11248,1917519,KES
30/12/2019,mPesa,1917519,24906,59427,80510,11812,1940228,KES
31/12/2019,mPesa,1940228,24017,57085,76290,13215,1960081,KES
01/01/2020,mPesa,1960081,24339,34898,82072,12340,1958300,KES
02/01/2020,mPesa,1958300,20048,33353,82793,12010,1959595,KES
03/01/2020,mPesa,1959595,23079,46073,78518,14183,1968406,KES
04/01/2020,mPesa,1968406,22929,56312,76214,14644,1987145,KES
05/01/2020,mPesa,1987145,22588,42779,83772,14338,1992998,KES
06/01/2020,mPesa,1992998,21968,33342,76887,12020,1992352,KES
07/01/2020,mPesa,1992352,22355,50223,76381,10722,2009498,KES
08/01/2020,mPesa,2009498,23074,31034,83755,11718,2005740,KES
09/01/2020,mPesa,2005740,21521,54489,81833,13549,2025159,KES
10/01/2020,mPesa,2025159,22977,57558,75547,10489,2049251,KES
11/01/2020,mPesa,2049251,22156,51813,78469,10386,2068522,KES
12/01/2020,mPesa,2068522,24549,55659,80609,12121,2087511,KES
13/01/2020,mPesa,2087511,20339,44065,80110,14457,2096780,KES
14/01/2020,mPesa,2096780,23574,54281,76833,13985,2113502,KES
15/01/2020,mPesa,2113502,24132,43682,78988,12320,2120732,KES
16/01/2020,mPesa,2120732,21596,48056,77814,13207,2133985,KES
17/01/2020,mPesa,2133985,21234,36001,76541,12237,2136515,KES
18/01/2020,mPesa,2136515,22599,44079,81619,12899,2145096,KES
19/01/2020,mPesa,2145096,23681,50392,80958,13939,2157868,KES
20/01/2020,mPesa,2157868,20298,46478,82670,14077,2169971,KES
25/07/2019,Airtel,112580,5458,13590,15023,5992,114720,KES
26/07/2019,Airtel,114720,5699,15468,17052,5709,118780,KES
27/07/2019,Airtel,118780,5701,15724,17243,5122,123681,KES
28/07/2019,Airtel,123681,5165,8820,17180,4124,123212,KES
29/07/2019,Airtel,123212,5695,13114,15921,5347,125284,KES
30/07/2019,Airtel,125284,5065,13250,16117,5928,127541,KES
31/07/2019,Airtel,127541,6039,9627,15734,4746,126383,KES
01/08/2019,Airtel,126383,6171,16320,15013,4902,131630,KES
02/08/2019,Airtel,131630,5881,15895,15367,4261,137383,KES
03/08/2019,Airtel,137383,6244,14834,15998,4131,141842,KES
04/08/2019,Airtel,141842,5864,10423,15307,5075,141326,KES
05/08/2019,Airtel,141326,6169,14288,16050,4327,145118,KES
06/08/2019,Airtel,145118,5059,12969,15719,5587,147441,KES
07/08/2019,Airtel,147441,5699,15895,17436,5813,151824,KES
08/08/2019,Airtel,151824,5495,17020,15134,5070,158279,KES
09/08/2019,Airtel,158279,5710,7630,16646,4232,155967,KES
10/08/2019,Airtel,155967,5223,12037,17135,4042,158739,KES
11/08/2019,Airtel,158739,5858,11466,17369,4419,159928,KES
12/08/2019,Airtel,159928,5663,13125,15999,5600,161790,KES
13/08/2019,Airtel,161790,5111,7941,16341,5812,158808,KES
14/08/2019,Airtel,158808,5904,17222,16877,4474,165652,KES
15/08/2019,Airtel,165652,5682,7680,15710,4887,162763,KES
16/08/2019,Airtel,162763,6150,8709,17918,4423,160899,KES
17/08/2019,Airtel,160899,5631,8677,17677,4406,159539,KES
18/08/2019,Airtel,159539,6062,17297,17240,4771,166003,KES
19/08/2019,Airtel,166003,5003,12212,16914,4454,168758,KES
20/08/2019,Airtel,168758,5327,12593,15497,5096,170928,KES
21/08/2019,Airtel,170928,6142,13138,15829,5533,172391,KES
22/08/2019,Airtel,172391,5791,12032,16286,5419,173213,KES
23/08/2019,Airtel,173213,6146,8792,17813,4123,171736,KES
24/08/2019,Airtel,171736,6088,16068,16514,4304,177412,KES
25/08/2019,Airtel,177412,5111,12195,15224,5756,178740,KES
26/08/2019,Airtel,178740,5669,10679,17595,5839,177911,KES
27/08/2019,Airtel,177911,5257,13313,15608,5757,180210,KES
28/08/2019,Airtel,180210,5229,14729,15867,5661,184049,KES
29/08/2019,Airtel,184049,5341,15792,17792,4263,190237,KES
30/08/2019,Airtel,190237,6021,15006,15939,4984,194238,KES
31/08/2019,Airtel,194238,5123,16421,16064,5566,199970,KES
01/09/2019,Airtel,199970,5836,16901,15039,4332,206703,KES
02/09/2019,Airtel,206703,6137,16320,17524,4496,212390,KES
03/09/2019,Airtel,212390,5985,10076,15965,5414,211067,KES
04/09/2019,Airtel,211067,5251,8140,17661,5185,208771,KES
05/09/2019,Airtel,208771,5628,11249,16511,4836,209556,KES
06/09/2019,Airtel,209556,5157,9405,17526,4311,209493,KES
07/09/2019,Airtel,209493,5011,15206,17544,4029,215659,KES
08/09/2019,Airtel,215659,5517,13819,15784,5023,218938,KES
09/09/2019,Airtel,218938,5447,9091,15430,5336,217246,KES
10/09/2019,Airtel,217246,6201,13817,16979,5732,219130,KES
11/09/2019,Airtel,219130,5956,10687,15807,4725,219136,KES
12/09/2019,Airtel,219136,5832,16904,17808,5270,224938,KES
13/09/2019,Airtel,224938,5204,10538,17396,5443,224829,KES
14/09/2019,Airtel,224829,5731,10879,16588,5324,224653,KES
15/09/2019,Airtel,224653,5023,8014,17887,5515,222129,KES
16/09/2019,Airtel,222129,5090,13671,16229,4841,225869,KES
17/09/2019,Airtel,225869,5656,8962,16801,4857,224318,KES
18/09/2019,Airtel,224318,6233,10801,17113,4992,223894,KES
19/09/2019,Airtel,223894,5218,12779,17155,5457,225998,KES
20/09/2019,Airtel,225998,5958,8524,15974,4525,224039,KES
21/09/2019,Airtel,224039,5122,8958,15251,5289,222586,KES
22/09/2019,Airtel,222586,5147,9976,16389,4975,222440,KES
23/09/2019,Airtel,222440,6017,7877,15140,4174,220126,KES
24/09/2019,Airtel,220126,6170,9565,16419,4252,219269,KES
25/09/2019,Airtel,219269,5574,10930,17886,4123,220502,KES
26/09/2019,Airtel,220502,5657,9415,16057,4525,219735,KES
27/09/2019,Airtel,219735,6250,9048,15497,4255,218278,KES
28/09/2019,Airtel,218278,5912,8509,17344,5925,214950,KES
29/09/2019,Airtel,214950,5487,13137,15026,5072,217528,KES
30/09/2019,Airtel,217528,6157,11982,17938,4203,219150,KES
01/10/2019,Airtel,219150,5238,9945,17137,4695,219162,KES
02/10/2019,Airtel,219162,5828,12973,16556,5362,220945,KES
03/10/2019,Airtel,220945,5483,15525,16671,5013,225974,KES
04/10/2019,Airtel,225974,5935,16693,17274,4818,231914,KES
05/10/2019,Airtel,231914,5532,10043,17622,5002,231423,KES
06/10/2019,Airtel,231423,5787,10435,16202,4395,231676,KES
07/10/2019,Airtel,231676,5947,9465,15584,5717,229477,KES
08/10/2019,Airtel,229477,5941,8485,16555,5150,226871,KES
09/10/2019,Airtel,226871,5412,15285,17136,4308,232436,KES
10/10/2019,Airtel,232436,5357,10380,15818,5548,231911,KES
11/10/2019,Airtel,231911,5022,10266,16275,4918,232237,KES
12/10/2019,Airtel,232237,5669,14995,16725,5456,236107,KES
13/10/2019,Airtel,236107,6188,7942,15038,5094,232767,KES
14/10/2019,Airtel,232767,6060,8238,17232,5672,229273,KES
15/10/2019,Airtel,229273,5793,12751,17215,4186,232045,KES
16/10/2019,Airtel,232045,6241,16337,15035,5618,236523,KES
17/10/2019,Airtel,236523,5133,13715,16784,4529,240576,KES
18/10/2019,Airtel,240576,5173,7528,17343,5328,237603,KES
19/10/2019,Airtel,237603,5640,10831,17080,4669,238125,KES
20/10/2019,Airtel,238125,5564,15400,15524,5197,242764,KES
21/10/2019,Airtel,242764,6089,10076,15191,4255,242496,KES
22/10/2019,Airtel,242496,6086,15029,15303,5151,246288,KES
23/10/2019,Airtel,246288,5156,7838,16944,4975,243995,KES
24/10/2019,Airtel,243995,5445,13312,15610,5473,246389,KES
25/10/2019,Airtel,246389,5315,8155,15201,4257,244972,KES
26/10/2019,Airtel,244972,6166,15304,17875,4054,250056,KES
27/10/2019,Airtel,250056,6148,13873,15309,5423,252358,KES
28/10/2019,Airtel,252358,5951,8747,17187,4378,250776,KES
29/10/2019,Airtel,250776,5436,11745,17755,5327,251758,KES
30/10/2019,Airtel,251758,5805,15097,15122,4713,256337,KES
31/10/2019,Airtel,256337,5908,7783,15152,4964,253248,KES
01/11/2019,Airtel,253248,5032,9513,15094,4651,253078,KES
02/11/2019,Airtel,253078,6046,15434,16587,4540,257926,KES
03/11/2019,Airtel,257926,6074,15739,15975,4167,263424,KES
04/11/2019,Airtel,263424,5337,16157,15885,4991,269253,KES
05/11/2019,Airtel,269253,6207,15478,16219,4377,274147,KES
06/11/2019,Airtel,274147,5087,11660,16182,5831,274889,KES
07/11/2019,Airtel,274889,5384,9152,15274,5888,272769,KES
08/11/2019,Airtel,272769,5933,16353,15675,4426,278763,KES
09/11/2019,Airtel,278763,5226,9178,16673,4838,277877,KES
10/11/2019,Airtel,277877,5961,15592,17970,5359,282149,KES
11/11/2019,Airtel,282149,5143,12801,16376,5311,284496,KES
12/11/2019,Airtel,284496,6098,11365,16764,4983,284780,KES
13/11/2019,Airtel,284780,5367,14848,16703,5336,288925,KES
14/11/2019,Airtel,288925,5268,10448,17492,4677,289428,KES
15/11/2019,Airtel,289428,5792,15132,15753,4069,294699,KES
16/11/2019,Airtel,294699,6100,9844,17826,5213,293230,KES
17/11/2019,Airtel,293230,5235,11421,15215,4514,294902,KES
18/11/2019,Airtel,294902,5345,14511,16734,4055,300013,KES
19/11/2019,Airtel,300013,6147,13974,15521,4848,302992,KES
20/11/2019,Airtel,302992,5889,8471,15600,5690,299884,KES
21/11/2019,Airtel,299884,5886,13206,15360,5724,301480,KES
22/11/2019,Airtel,301480,6066,14696,17778,5022,305088,KES
23/11/2019,Airtel,305088,6011,12804,17279,5004,306877,KES
24/11/2019,Airtel,306877,5443,14069,15496,5314,310189,KES
25/11/2019,Airtel,310189,5711,9990,16919,4852,309616,KES
26/11/2019,Airtel,309616,5996,15293,16599,5581,313332,KES
27/11/2019,Airtel,313332,5949,15277,17360,5675,316985,KES
28/11/2019,Airtel,316985,6232,8524,16141,4054,315223,KES
29/11/2019,Airtel,315223,5384,8421,15346,4082,314178,KES
30/11/2019,Airtel,314178,5073,8409,15342,4106,313408,KES
01/12/2019,Airtel,313408,5780,14267,16914,5063,316832,KES
02/12/2019,Airtel,316832,5057,17441,16667,5487,323729,KES
03/12/2019,Airtel,323729,5934,17191,16660,5224,329762,KES
04/12/2019,Airtel,329762,6022,13092,16810,5289,331543,KES
05/12/2019,Airtel,331543,5272,13224,16368,4394,335101,KES
06/12/2019,Airtel,335101,5450,13433,15761,4382,338702,KES
07/12/2019,Airtel,338702,5258,15886,15447,5454,343876,KES
08/12/2019,Airtel,343876,5396,8106,17031,5254,341332,KES
09/12/2019,Airtel,341332,5563,12507,15032,5784,342492,KES
10/12/2019,Airtel,342492,6007,15418,16682,4370,347533,KES
11/12/2019,Airtel,347533,5285,17383,17890,4248,355383,KES
12/12/2019,Airtel,355383,5345,12804,17855,4529,358313,KES
13/12/2019,Airtel,358313,5326,11042,16975,4429,359600,KES
14/12/2019,Airtel,359600,5699,10890,17707,4226,360565,KES
15/12/2019,Airtel,360565,5654,14208,17549,4605,364514,KES
16/12/2019,Airtel,364514,5558,9888,16408,4055,364789,KES
17/12/2019,Airtel,364789,5566,16150,16376,4064,371309,KES
18/12/2019,Airtel,371309,5276,15845,15729,4642,377236,KES
19/12/2019,Airtel,377236,5836,10894,16892,5814,376480,KES
20/12/2019,Airtel,376480,5448,15093,15890,5881,380244,KES
21/12/2019,Airtel,380244,5602,7674,15387,5375,376941,KES
22/12/2019,Airtel,376941,5352,11636,17681,5638,377587,KES
23/12/2019,Airtel,377587,5893,8816,16439,4292,376218,KES
24/12/2019,Airtel,376218,5221,11964,15514,4723,378238,KES
25/12/2019,Airtel,378238,5300,15658,15819,5001,383595,KES
26/12/2019,Airtel,383595,5313,14020,16923,4088,388214,KES
27/12/2019,Airtel,388214,5365,17077,16026,5804,394122,KES
28/12/2019,Airtel,394122,5474,12527,16171,5816,395359,KES
29/12/2019,Airtel,395359,5949,16322,16390,5232,400500,KES
30/12/2019,Airtel,400500,5230,10647,17452,5149,400768,KES
31/12/2019,Airtel,400768,5818,17347,17183,4343,407954,KES
01/01/2020,Airtel,407954,5115,15717,16927,4386,414170,KES
02/01/2020,Airtel,414170,5854,10509,15110,5538,413287,KES
03/01/2020,Airtel,413287,5043,13883,16694,5422,416705,KES
04/01/2020,Airtel,416705,5935,15168,15163,5371,420567,KES
05/01/2020,Airtel,420567,5717,17026,15068,4354,427522,KES
06/01/2020,Airtel,427522,5269,12408,16255,5890,428771,KES
07/01/2020,Airtel,428771,5772,14294,15316,4057,433236,KES
08/01/2020,Airtel,433236,5582,8094,17243,5539,430209,KES
09/01/2020,Airtel,430209,5155,9560,17683,4010,430604,KES
10/01/2020,Airtel,430604,5882,11873,17101,4831,431764,KES
11/01/2020,Airtel,431764,5740,8941,17090,4848,430117,KES
12/01/2020,Airtel,430117,6230,13610,17236,4809,432688,KES
13/01/2020,Airtel,432688,6099,9828,17550,4894,431523,KES
14/01/2020,Airtel,431523,5312,15003,17469,5176,436038,KES
15/01/2020,Airtel,436038,5875,13122,15323,5586,437699,KES
16/01/2020,Airtel,437699,5298,9985,17691,4778,437608,KES
17/01/2020,Airtel,437608,6221,12365,15898,5878,437874,KES
18/01/2020,Airtel,437874,5018,11857,15724,4259,440454,KES
19/01/2020,Airtel,440454,6073,15598,16372,5424,444555,KES
20/01/2020,Airtel,444555,6029,15114,17847,5689,447951,KES
25/07/2019,SBM,9780,10160,17902,10332,6452,11070,KES
26/07/2019,SBM,11070,10746,15397,10977,7821,7900,KES
27/07/2019,SBM,7900,10653,16482,10153,6042,7687,KES
28/07/2019,SBM,7687,10602,17852,10149,6268,8669,KES
29/07/2019,SBM,8669,10615,17597,10738,7963,7688,KES
30/07/2019,SBM,7688,10536,18149,10357,6920,8381,KES
31/07/2019,SBM,8381,9379,15731,10302,7035,7698,KES
01/08/2019,SBM,7698,10576,15112,10723,7804,4430,KES
02/08/2019,SBM,4430,10078,17416,10472,7285,4483,KES
03/08/2019,SBM,4483,9875,16073,10360,6170,4511,KES
04/08/2019,SBM,4511,10072,19917,10880,6998,7358,KES
05/08/2019,SBM,7358,9412,18470,10695,7484,8932,KES
06/08/2019,SBM,8932,7982,19931,10787,6278,14603,KES
07/08/2019,SBM,14603,9261,19795,10267,7219,17918,KES
08/08/2019,SBM,17918,8444,15501,10643,6435,18540,KES
09/08/2019,SBM,18540,9542,17483,10040,7376,19105,KES
10/08/2019,SBM,19105,10865,18521,10498,7764,18997,KES
11/08/2019,SBM,18997,9740,19414,10761,7770,20901,KES
12/08/2019,SBM,20901,10805,16326,10806,6323,20099,KES
13/08/2019,SBM,20099,9808,16861,10421,6450,20702,KES
14/08/2019,SBM,20702,9230,15089,10012,7354,19207,KES
15/08/2019,SBM,19207,11003,19511,10398,7334,20381,KES
16/08/2019,SBM,20381,11033,16630,10855,6072,19906,KES
17/08/2019,SBM,19906,9429,15907,10626,6593,19791,KES
18/08/2019,SBM,19791,8661,16360,10305,7972,19518,KES
19/08/2019,SBM,19518,7551,19219,10162,6115,25071,KES
20/08/2019,SBM,25071,9358,16003,10751,6812,24904,KES
21/08/2019,SBM,24904,9761,15531,10291,7077,23597,KES
22/08/2019,SBM,23597,10685,16256,10925,6211,22957,KES
23/08/2019,SBM,22957,10845,15650,10810,7995,19767,KES
24/08/2019,SBM,19767,9156,16473,10751,6169,20915,KES
25/08/2019,SBM,20915,10626,15499,10579,7178,18610,KES
26/08/2019,SBM,18610,8387,15393,10389,7869,17747,KES
27/08/2019,SBM,17747,8886,19670,10476,6393,22138,KES
28/08/2019,SBM,22138,10122,17846,10221,7776,22086,KES
29/08/2019,SBM,22086,10291,17408,10340,6388,22815,KES
30/08/2019,SBM,22815,8044,17672,10429,6640,25803,KES
31/08/2019,SBM,25803,10059,17220,10993,7141,25823,KES
01/09/2019,SBM,25823,9061,18734,10126,6801,28695,KES
02/09/2019,SBM,28695,9690,19446,10599,7758,30693,KES
03/09/2019,SBM,30693,7504,17416,10055,6886,33719,KES
04/09/2019,SBM,33719,10944,18144,10496,6757,34162,KES
05/09/2019,SBM,34162,10840,16450,10915,6215,33557,KES
06/09/2019,SBM,33557,9554,19708,10617,6455,37256,KES
07/09/2019,SBM,37256,9815,18643,10657,7189,38895,KES
08/09/2019,SBM,38895,10683,18419,10139,7661,38970,KES
09/09/2019,SBM,38970,8608,15707,10028,6323,39746,KES
10/09/2019,SBM,39746,7624,19157,10363,7092,44187,KES
11/09/2019,SBM,44187,8477,16883,10538,7179,45414,KES
12/09/2019,SBM,45414,9342,19083,10180,7338,47817,KES
13/09/2019,SBM,47817,8001,15061,10411,6568,48309,KES
14/09/2019,SBM,48309,10311,17728,10685,7386,48340,KES
15/09/2019,SBM,48340,8506,16239,10371,6743,49330,KES
16/09/2019,SBM,49330,9862,16591,10855,7708,48351,KES
17/09/2019,SBM,48351,10499,17718,10920,6423,49147,KES
18/09/2019,SBM,49147,7951,17975,10182,7422,51749,KES
19/09/2019,SBM,51749,8253,17616,10050,6504,54608,KES
20/09/2019,SBM,54608,8771,19700,10766,6391,59146,KES
21/09/2019,SBM,59146,7857,19741,10693,7121,63909,KES
